data-time,wind,ap,tmp,humi
2018-07-12-06:00:00,0.78,1006.96,299.65,69.0
2018-07-12-07:00:00,1.15,1006.06,299.75,70.0
2018-07-12-08:00:00,2.48,1005.66,299.85,70.0
2018-07-12-09:00:00,2.87,1005.65,298.75,76.0
2018-07-12-10:00:00,1.76,1005.55,299.65,72.0
2018-07-12-11:00:00,2.0,1005.75,298.85,77.0
2018-07-12-12:00:00,2.92,1005.85,298.25,78.0
2018-07-12-13:00:00,1.64,1005.84,297.85,79.0
2018-07-12-14:00:00,1.63,1006.35,297.75,80.0
2018-07-12-15:00:00,1.53,1006.45,297.55,82.0
2018-07-12-16:00:00,2.63,1006.25,297.25,84.0
2018-07-12-17:00:00,2.72,1005.95,297.15,84.0
2018-07-12-18:00:00,3.12,1005.85,296.95,85.0
2018-07-12-19:00:00,1.73,1005.65,296.85,85.0
2018-07-12-20:00:00,1.8,1005.24,297.45,79.0
2018-07-12-21:00:00,1.39,1004.94,296.65,82.0
2018-07-12-22:00:00,2.05,1004.94,296.35,85.0
2018-07-12-23:00:00,1.05,1004.74,297.35,82.0
2018-07-13-00:00:01,1.57,1005.45,298.25,79.0
2018-07-13-01:00:00,0.98,1005.65,298.85,78.0
2018-07-13-02:00:00,1.52,1005.55,299.95,76.0
2018-07-13-03:00:00,1.55,1005.36,301.15,72.0
2018-07-13-04:00:00,1.81,1005.06,300.75,74.0
2018-07-13-05:00:00,1.93,1004.66,302.25,67.0
2018-07-13-06:00:00,2.06,1004.16,302.25,69.0
2018-07-13-07:00:00,4.63,1004.26,302.85,69.0
2018-07-13-08:00:00,4.7,1003.55,301.75,75.0
2018-07-13-09:00:00,4.47,1003.35,301.15,78.0
2018-07-13-10:00:00,3.5,1003.25,300.95,77.0
2018-07-13-11:00:00,4.27,1003.75,300.55,80.0
2018-07-13-12:00:00,2.96,1004.05,300.05,81.0
2018-07-13-13:00:00,3.55,1004.45,299.15,84.0
2018-07-13-14:00:00,2.46,1004.95,299.15,86.0
2018-07-13-15:00:00,3.22,1004.85,298.95,86.0
2018-07-13-16:00:00,2.88,1004.55,298.55,89.0
2018-07-13-17:00:00,2.74,1003.94,298.15,90.0
2018-07-13-18:00:00,2.43,1003.54,298.35,89.0
2018-07-13-19:00:00,3.06,1003.24,298.65,88.0
2018-07-13-20:00:00,3.43,1002.84,298.35,88.0
2018-07-13-21:00:00,3.85,1003.14,298.45,87.0
2018-07-13-22:00:00,2.88,1004.05,298.55,86.0
2018-07-13-23:00:00,3.52,1004.25,299.15,83.0
2018-07-14-00:00:01,4.1,1004.75,299.25,82.0
2018-07-14-01:00:00,2.07,1004.55,300.65,76.0
2018-07-14-02:00:00,2.36,1004.76,300.75,77.0
2018-07-14-03:00:00,2.37,1005.06,301.15,75.0
2018-07-14-04:00:00,2.33,1004.66,302.65,67.0
2018-07-14-05:00:00,3.05,1004.37,303.65,62.0
2018-07-14-06:00:00,2.05,1003.87,304.35,63.0
2018-07-14-07:00:00,1.93,1003.26,304.65,60.0
2018-07-14-08:00:00,3.14,1003.26,305.05,58.0
2018-07-14-09:00:00,3.17,1003.17,305.65,53.0
2018-07-14-10:00:00,3.6,1003.36,305.25,56.0
2018-07-14-11:00:00,4.88,1003.86,304.55,59.0
2018-07-14-12:00:00,3.44,1004.26,303.55,66.0
2018-07-14-13:00:00,3.88,1004.75,302.85,68.0
2018-07-14-14:00:00,4.18,1005.16,302.15,72.0
2018-07-14-15:00:00,2.84,1005.56,301.85,70.0
2018-07-14-16:00:00,3.24,1005.65,300.75,77.0
2018-07-14-17:00:00,3.22,1005.75,300.05,80.0
2018-07-14-18:00:00,2.49,1005.45,299.55,83.0
2018-07-14-19:00:00,2.9,1005.65,299.15,86.0
2018-07-14-20:00:00,1.94,1005.85,298.85,88.0
2018-07-14-21:00:00,2.13,1005.65,298.55,89.0
2018-07-14-22:00:00,1.65,1005.85,298.85,89.0
2018-07-14-23:00:00,2.63,1006.05,299.35,87.0
2018-07-15-00:00:01,1.95,1006.26,300.65,81.0
2018-07-15-01:00:00,2.3,1005.66,301.55,73.0
2018-07-15-02:00:00,2.42,1005.67,303.35,64.0
2018-07-15-03:00:00,2.85,1005.87,303.95,62.0
2018-07-15-04:00:00,3.66,1005.87,304.55,61.0
2018-07-15-05:00:00,4.49,1005.37,305.15,59.0
2018-07-15-06:00:00,4.22,1004.87,305.85,57.0
2018-07-15-07:00:00,3.1,1003.77,306.75,53.0
2018-07-15-08:00:00,4.42,1003.47,306.75,53.0
2018-07-15-09:00:00,5.5,1003.27,307.15,51.0
2018-07-15-10:00:00,6.27,1003.27,306.85,52.0
2018-07-15-11:00:00,5.16,1003.36,305.65,59.0
2018-07-15-12:00:00,4.19,1003.96,305.15,61.0
2018-07-15-13:00:00,5.07,1004.56,304.45,65.0
2018-07-15-14:00:00,4.77,1004.66,303.65,71.0
2018-07-15-15:00:00,4.89,1004.76,303.45,73.0
2018-07-15-16:00:00,5.08,1004.46,303.05,74.0
2018-07-15-17:00:00,5.55,1004.06,302.65,77.0
2018-07-15-18:00:00,4.34,1003.15,301.95,81.0
2018-07-15-19:00:00,5.53,1003.15,301.65,81.0
2018-07-15-20:00:00,5.08,1004.24,297.85,92.0
2018-07-15-21:00:00,3.26,1004.05,298.55,86.0
2018-07-15-22:00:00,1.03,1004.75,298.85,85.0
2018-07-15-23:00:00,2.72,1004.95,298.45,88.0
2018-07-16-00:00:01,3.58,1004.84,297.85,93.0
2018-07-16-01:00:00,3.61,1005.25,298.25,93.0
2018-07-16-02:00:00,2.75,1005.65,298.75,91.0
2018-07-16-03:00:00,2.39,1005.25,299.35,88.0
2018-07-16-04:00:00,3.07,1004.85,299.45,87.0
2018-07-16-05:00:00,2.93,1004.25,299.25,86.0
2018-07-16-06:00:00,3.57,1003.85,300.05,86.0
2018-07-16-07:00:00,3.57,1003.26,301.65,79.0
2018-07-16-08:00:00,4.17,1003.15,300.85,81.0
2018-07-16-09:00:00,3.32,1003.75,299.25,88.0
2018-07-16-10:00:00,2.8,1003.65,299.55,88.0
2018-07-16-11:00:00,8.09,1006.35,297.25,88.0
2018-07-16-12:00:00,3.84,1005.04,297.25,89.0
2018-07-16-13:00:00,2.53,1005.04,297.15,89.0
2018-07-16-14:00:00,1.49,1005.54,297.25,90.0
2018-07-16-15:00:00,1.57,1005.74,297.25,90.0
2018-07-16-16:00:00,2.88,1006.65,297.75,89.0
2018-07-16-17:00:00,2.23,1005.44,297.25,91.0
2018-07-16-18:00:00,3.53,1005.04,297.05,91.0
2018-07-16-19:00:00,3.06,1005.04,297.35,91.0
2018-07-16-20:00:00,2.3,1004.84,297.25,91.0
2018-07-16-21:00:00,2.13,1004.94,297.35,91.0
2018-07-16-22:00:00,1.18,1004.64,297.65,90.0
2018-07-16-23:00:00,4.08,1005.25,297.75,90.0
2018-07-17-00:00:01,5.36,1006.15,296.85,93.0
2018-07-17-01:00:00,2.85,1005.24,296.15,92.0
2018-07-17-02:00:00,3.81,1005.44,295.85,91.0
2018-07-17-03:00:00,1.95,1005.54,295.95,91.0
2018-07-17-04:00:00,3.71,1005.04,297.15,88.0
2018-07-17-05:00:00,3.53,1004.85,298.05,86.0
2018-07-17-06:00:00,2.84,1004.45,298.25,87.0
2018-07-17-07:00:00,2.68,1003.94,298.25,88.0
2018-07-17-08:00:00,3.37,1003.84,298.05,89.0
2018-07-17-09:00:00,5.11,1003.34,297.85,90.0
2018-07-17-10:00:00,3.8,1002.84,297.95,90.0
2018-07-17-11:00:00,3.17,1003.14,297.75,90.0
2018-07-17-12:00:00,3.08,1003.44,297.65,90.0
2018-07-17-13:00:00,2.01,1004.14,297.65,90.0
2018-07-17-14:00:00,2.24,1004.04,297.55,90.0
2018-07-17-15:00:00,1.5,1004.64,297.95,90.0
2018-07-17-16:00:00,2.21,1004.34,298.05,90.0
2018-07-17-17:00:00,2.29,1004.34,297.85,91.0
2018-07-17-18:00:00,3.04,1003.94,297.75,92.0
2018-07-17-19:00:00,1.72,1004.14,297.65,92.0
2018-07-17-20:00:00,2.08,1004.24,297.55,92.0
2018-07-17-21:00:00,0.46,1004.94,297.65,91.0
2018-07-17-22:00:00,1.07,1005.04,297.85,91.0
2018-07-17-23:00:00,1.4,1005.45,298.15,90.0
2018-07-18-00:00:01,1.96,1005.95,298.75,89.0
2018-07-18-01:00:00,1.49,1006.15,299.35,87.0
2018-07-18-02:00:00,2.1,1006.16,299.85,84.0
2018-07-18-03:00:00,1.26,1006.06,301.15,81.0
2018-07-18-04:00:00,1.22,1005.76,301.75,74.0
2018-07-18-05:00:00,0.8,1005.36,301.85,74.0
2018-07-18-06:00:00,1.52,1004.96,302.15,76.0
2018-07-18-07:00:00,1.53,1004.66,302.15,77.0
2018-07-18-08:00:00,1.5,1004.56,302.35,77.0
2018-07-18-09:00:00,1.76,1004.26,302.75,76.0
2018-07-18-10:00:00,2.11,1004.16,302.85,77.0
2018-07-18-11:00:00,2.39,1004.66,302.25,79.0
2018-07-18-12:00:00,2.45,1004.55,301.65,83.0
2018-07-18-13:00:00,1.14,1005.16,301.25,83.0
2018-07-18-14:00:00,2.12,1005.36,301.25,83.0
2018-07-18-15:00:00,0.67,1006.06,300.65,86.0
2018-07-18-16:00:00,3.87,1005.75,299.45,83.0
2018-07-18-17:00:00,2.45,1005.25,298.55,87.0
2018-07-18-18:00:00,2.18,1005.45,298.65,85.0
2018-07-18-19:00:00,1.74,1005.85,299.45,81.0
2018-07-18-20:00:00,2.01,1005.95,298.85,85.0
2018-07-18-21:00:00,2.62,1006.15,298.35,88.0
2018-07-18-22:00:00,2.83,1006.65,298.65,86.0
2018-07-18-23:00:00,2.48,1006.45,299.25,87.0
2018-07-19-00:00:01,3.03,1006.65,298.85,89.0
2018-07-19-01:00:00,2.89,1006.66,299.45,87.0
2018-07-19-02:00:00,2.53,1005.85,299.15,86.0
2018-07-19-03:00:00,1.74,1005.95,299.65,87.0
2018-07-19-04:00:00,1.28,1005.76,300.65,86.0
2018-07-19-05:00:00,2.23,1005.26,303.35,79.0
2018-07-19-06:00:00,4.04,1004.57,305.15,69.0
2018-07-19-07:00:00,4.09,1003.97,305.45,68.0
2018-07-19-08:00:00,7.01,1004.26,305.25,63.0
2018-07-19-09:00:00,3.19,1003.85,300.25,89.0
2018-07-19-10:00:00,3.23,1003.95,300.75,87.0
2018-07-19-11:00:00,3.46,1004.05,300.75,87.0
2018-07-19-12:00:00,2.75,1003.85,301.05,87.0
2018-07-19-13:00:00,3.8,1003.85,301.15,87.0
2018-07-19-14:00:00,2.4,1003.85,301.15,86.0
2018-07-19-15:00:00,4.07,1003.45,301.15,85.0
2018-07-19-16:00:00,4.51,1003.25,301.05,84.0
2018-07-19-17:00:00,4.51,1003.15,300.55,86.0
2018-07-19-18:00:00,6.05,1002.55,300.25,86.0
2018-07-19-19:00:00,3.52,1002.85,300.05,85.0
2018-07-19-20:00:00,4.28,1002.75,299.75,86.0
2018-07-19-21:00:00,1.99,1002.95,299.45,87.0
2018-07-19-22:00:00,3.75,1002.85,299.65,86.0
2018-07-19-23:00:00,3.11,1003.35,299.85,85.0
2018-07-20-00:00:01,2.81,1003.55,300.55,84.0
2018-07-20-01:00:00,4.51,1003.25,301.65,78.0
2018-07-20-02:00:00,4.07,1003.16,302.95,74.0
2018-07-20-03:00:00,5.01,1002.96,303.65,73.0
2018-07-20-04:00:00,3.93,1002.56,305.05,70.0
2018-07-20-05:00:00,5.38,1002.26,307.05,59.0
2018-07-20-06:00:00,5.04,1002.07,306.65,61.0
2018-07-20-07:00:00,4.33,1001.87,307.85,57.0
2018-07-20-08:00:00,4.82,1001.67,308.05,53.0
2018-07-20-09:00:00,5.09,1001.56,307.85,54.0
2018-07-20-10:00:00,5.69,1001.66,306.45,62.0
2018-07-20-11:00:00,2.46,1001.96,304.65,79.0
2018-07-20-12:00:00,4.21,1001.96,304.25,82.0
2018-07-20-13:00:00,3.66,1002.96,304.55,79.0
2018-07-20-14:00:00,4.63,1003.06,304.95,68.0
2018-07-20-15:00:00,4.94,1003.36,304.85,67.0
2018-07-20-16:00:00,4.31,1003.16,304.45,69.0
2018-07-20-17:00:00,3.12,1003.26,303.15,75.0
2018-07-20-18:00:00,3.23,1003.26,302.35,81.0
2018-07-20-19:00:00,2.94,1003.45,301.95,83.0
2018-07-20-20:00:00,3.57,1003.45,301.55,83.0
2018-07-20-21:00:00,4.05,1003.75,300.95,85.0
2018-07-20-22:00:00,5.52,1004.05,300.85,84.0
2018-07-20-23:00:00,3.72,1004.46,301.45,82.0
2018-07-21-00:00:01,3.58,1004.56,302.35,79.0
2018-07-21-01:00:00,4.33,1004.56,303.25,75.0
2018-07-21-02:00:00,3.35,1004.77,304.85,70.0
2018-07-21-03:00:00,3.34,1004.77,305.85,65.0
2018-07-21-04:00:00,3.2,1004.57,306.35,63.0
2018-07-21-05:00:00,6.02,1004.07,307.15,63.0
2018-07-21-06:00:00,6.38,1003.68,308.55,54.0
2018-07-21-07:00:00,7.02,1003.58,309.25,51.0
2018-07-21-08:00:00,5.62,1003.78,309.05,51.0
2018-07-21-09:00:00,4.85,1003.88,308.75,50.0
2018-07-21-10:00:00,5.44,1003.27,308.15,53.0
2018-07-21-11:00:00,3.34,1003.67,305.55,60.0
2018-07-21-12:00:00,2.13,1004.06,303.45,64.0
2018-07-21-13:00:00,2.54,1005.06,302.65,68.0
2018-07-21-14:00:00,2.49,1005.36,303.05,78.0
2018-07-21-15:00:00,1.7,1005.66,302.05,77.0
2018-07-21-16:00:00,2.25,1005.76,302.35,81.0
2018-07-21-17:00:00,2.79,1005.56,301.85,80.0
2018-07-21-18:00:00,4.48,1005.46,301.35,81.0
2018-07-21-19:00:00,3.59,1005.36,301.05,81.0
2018-07-21-20:00:00,3.35,1006.06,300.85,81.0
2018-07-21-21:00:00,2.4,1006.46,300.55,83.0
2018-07-21-22:00:00,2.87,1007.06,300.65,82.0
2018-07-21-23:00:00,2.59,1007.86,300.65,82.0
2018-07-22-00:00:01,2.44,1007.86,301.15,81.0
2018-07-22-01:00:00,0.85,1008.17,301.85,79.0
2018-07-22-02:00:00,2.74,1008.37,301.45,82.0
2018-07-22-03:00:00,6.51,1008.57,302.45,63.0
2018-07-22-04:00:00,1.05,1007.17,303.55,57.0
2018-07-22-05:00:00,6.89,1007.17,301.15,67.0
2018-07-22-06:00:00,3.5,1006.97,303.45,62.0
2018-07-22-07:00:00,2.6,1006.37,302.95,63.0
2018-07-22-08:00:00,3.58,1005.97,304.15,58.0
2018-07-22-09:00:00,1.75,1005.87,302.95,64.0
2018-07-22-10:00:00,1.48,1006.27,303.15,59.0
2018-07-22-11:00:00,1.4,1006.36,303.15,63.0
2018-07-22-12:00:00,1.84,1006.66,302.65,69.0
2018-07-22-13:00:00,1.73,1006.96,301.75,71.0
2018-07-22-14:00:00,2.43,1007.16,300.95,79.0
2018-07-22-15:00:00,2.62,1006.96,300.55,81.0
2018-07-22-16:00:00,0.76,1007.26,300.15,83.0
2018-07-22-17:00:00,1.3,1007.06,300.45,83.0
2018-07-22-18:00:00,3.72,1007.06,300.55,83.0
2018-07-22-19:00:00,1.98,1007.16,300.05,82.0
2018-07-22-20:00:00,1.87,1007.16,299.95,81.0
2018-07-22-21:00:00,1.0,1007.36,300.15,81.0
2018-07-22-22:00:00,1.83,1007.66,299.95,84.0
2018-07-22-23:00:00,2.3,1007.76,300.75,75.0
2018-07-23-00:00:01,1.57,1007.66,301.35,74.0
2018-07-23-01:00:00,1.7,1007.57,302.45,66.0
2018-07-23-02:00:00,1.18,1007.57,303.85,61.0
2018-07-23-03:00:00,1.26,1007.27,304.05,61.0
2018-07-23-04:00:00,2.06,1006.77,304.45,60.0
2018-07-23-05:00:00,2.79,1006.07,305.45,55.0
2018-07-23-06:00:00,2.4,1005.57,305.65,56.0
2018-07-23-07:00:00,3.94,1005.17,306.15,54.0
2018-07-23-08:00:00,3.72,1004.37,306.35,56.0
2018-07-23-09:00:00,4.29,1003.87,305.95,57.0
2018-07-23-10:00:00,4.67,1003.96,304.75,64.0
2018-07-23-11:00:00,4.28,1004.06,304.25,65.0
2018-07-23-12:00:00,4.42,1004.46,303.65,66.0
2018-07-23-13:00:00,3.19,1004.96,302.95,69.0
2018-07-23-14:00:00,4.67,1004.96,302.15,70.0
2018-07-23-15:00:00,4.23,1004.96,301.75,69.0
2018-07-23-16:00:00,1.74,1004.85,298.55,82.0
2018-07-23-17:00:00,2.46,1004.15,298.95,86.0
2018-07-23-18:00:00,2.69,1003.45,299.15,86.0
2018-07-23-19:00:00,3.5,1002.54,299.05,84.0
2018-07-23-20:00:00,3.54,1001.94,298.65,86.0
2018-07-23-21:00:00,2.89,1001.24,298.15,90.0
2018-07-23-22:00:00,3.81,1000.64,298.15,91.0
2018-07-23-23:00:00,4.63,1000.43,297.95,91.0
2018-07-24-00:00:01,6.74,1000.13,297.15,93.0
2018-07-24-01:00:00,6.25,999.23,296.75,93.0
2018-07-24-02:00:00,6.34,998.73,297.15,93.0
2018-07-24-03:00:00,5.77,997.73,297.15,93.0
2018-07-24-04:00:00,3.71,997.63,297.65,92.0
2018-07-24-05:00:00,2.46,996.93,297.95,91.0
2018-07-24-06:00:00,1.97,997.03,298.85,87.0
2018-07-24-07:00:00,2.68,997.04,300.85,79.0
2018-07-24-08:00:00,2.51,996.94,302.45,72.0
2018-07-24-09:00:00,2.61,996.95,304.55,62.0
2018-07-24-10:00:00,2.75,997.24,304.35,63.0
2018-07-24-11:00:00,3.12,997.54,303.95,69.0
2018-07-24-12:00:00,2.87,998.24,301.65,82.0
2018-07-24-13:00:00,2.89,998.84,300.85,85.0
2018-07-24-14:00:00,1.92,999.54,300.35,84.0
2018-07-24-15:00:00,6.35,999.84,300.15,85.0
2018-07-24-16:00:00,4.3,1000.64,297.55,93.0
2018-07-24-17:00:00,2.21,1000.33,297.35,93.0
2018-07-24-18:00:00,3.19,1000.23,297.75,93.0
2018-07-24-19:00:00,3.01,1000.53,297.65,91.0
2018-07-24-20:00:00,4.39,1000.73,297.65,90.0
2018-07-24-21:00:00,3.11,1000.63,297.65,88.0
2018-07-24-22:00:00,3.03,1001.23,297.85,87.0
2018-07-24-23:00:00,3.38,1001.44,298.15,87.0
2018-07-25-00:00:01,2.8,1002.14,299.05,83.0
2018-07-25-01:00:00,2.94,1002.25,302.15,69.0
2018-07-25-02:00:00,3.07,1002.56,303.05,62.0
2018-07-25-03:00:00,3.6,1002.36,304.75,57.0
2018-07-25-04:00:00,3.17,1001.96,305.45,54.0
2018-07-25-05:00:00,4.13,1001.76,306.35,52.0
2018-07-25-06:00:00,2.75,1001.56,306.85,49.0
2018-07-25-07:00:00,2.96,1001.26,306.15,50.0
2018-07-25-08:00:00,2.83,1001.46,306.95,49.0
2018-07-25-09:00:00,3.98,1001.46,306.15,50.0
2018-07-25-10:00:00,2.83,1001.46,305.85,50.0
2018-07-25-11:00:00,3.58,1002.26,304.65,54.0
2018-07-25-12:00:00,3.48,1003.16,303.45,56.0
2018-07-25-13:00:00,4.35,1003.86,302.75,53.0
2018-07-25-14:00:00,3.45,1003.95,301.75,59.0
2018-07-25-15:00:00,3.16,1004.35,300.25,65.0
2018-07-25-16:00:00,2.81,1004.55,298.75,73.0
2018-07-25-17:00:00,2.21,1004.65,298.85,73.0
2018-07-25-18:00:00,2.21,1004.64,298.25,75.0
2018-07-25-19:00:00,2.81,1004.74,297.45,78.0
2018-07-25-20:00:00,2.35,1004.94,297.15,78.0
2018-07-25-21:00:00,2.0,1005.24,296.55,80.0
2018-07-25-22:00:00,2.17,1005.95,298.45,74.0
2018-07-25-23:00:00,2.29,1006.56,300.15,67.0
2018-07-26-00:00:01,4.65,1007.16,300.95,58.0
2018-07-26-01:00:00,4.48,1007.07,302.75,53.0
2018-07-26-02:00:00,4.0,1007.07,303.45,50.0
2018-07-26-03:00:00,3.72,1006.87,304.95,47.0
2018-07-26-04:00:00,1.63,1006.67,305.65,45.0
2018-07-26-05:00:00,1.89,1006.28,305.95,43.0
2018-07-26-06:00:00,1.19,1005.68,307.15,39.0
2018-07-26-07:00:00,2.41,1004.87,307.15,41.0
2018-07-26-08:00:00,3.7,1004.57,307.05,40.0
2018-07-26-09:00:00,3.5,1004.47,307.15,40.0
2018-07-26-10:00:00,3.46,1004.97,306.75,40.0
2018-07-26-11:00:00,3.65,1005.16,305.35,51.0
2018-07-26-12:00:00,4.45,1005.66,304.65,57.0
2018-07-26-13:00:00,3.67,1006.66,304.05,61.0
2018-07-26-14:00:00,3.26,1006.76,303.45,64.0
2018-07-26-15:00:00,3.43,1007.36,301.85,72.0
2018-07-26-16:00:00,4.44,1007.36,301.55,79.0
2018-07-26-17:00:00,4.89,1007.66,301.15,82.0
2018-07-26-18:00:00,5.96,1007.66,300.05,78.0
2018-07-26-19:00:00,3.88,1007.95,299.05,75.0
2018-07-26-20:00:00,3.33,1008.25,298.45,83.0
2018-07-26-21:00:00,2.35,1008.45,298.45,84.0
2018-07-26-22:00:00,1.47,1009.06,298.95,82.0
2018-07-26-23:00:00,2.39,1009.66,299.45,78.0
2018-07-27-00:00:01,1.51,1009.86,300.15,76.0
2018-07-27-01:00:00,1.43,1009.77,300.95,70.0
2018-07-27-02:00:00,1.93,1009.97,300.75,74.0
2018-07-27-03:00:00,2.08,1010.07,301.25,73.0
2018-07-27-04:00:00,0.56,1009.67,302.35,67.0
2018-07-27-05:00:00,1.79,1009.17,303.15,62.0
2018-07-27-06:00:00,2.28,1008.57,303.95,59.0
2018-07-27-07:00:00,1.32,1007.98,304.45,57.0
2018-07-27-08:00:00,1.64,1007.38,305.45,54.0
2018-07-27-09:00:00,2.28,1006.87,305.15,54.0
2018-07-27-10:00:00,2.85,1006.77,305.35,54.0
2018-07-27-11:00:00,4.55,1007.07,304.55,59.0
2018-07-27-12:00:00,4.14,1007.87,303.85,60.0
2018-07-27-13:00:00,3.69,1008.36,303.65,62.0
2018-07-27-14:00:00,3.3,1008.46,303.15,65.0
2018-07-27-15:00:00,4.27,1008.66,302.05,73.0
2018-07-27-16:00:00,3.47,1008.66,301.55,77.0
2018-07-27-17:00:00,2.9,1008.66,301.25,78.0
2018-07-27-18:00:00,3.2,1008.46,300.55,81.0
2018-07-27-19:00:00,2.97,1008.36,300.35,81.0
2018-07-27-20:00:00,2.85,1008.16,299.45,86.0
2018-07-27-21:00:00,2.25,1008.26,298.75,88.0
2018-07-27-22:00:00,1.43,1008.56,299.05,86.0
2018-07-27-23:00:00,1.87,1008.96,300.05,80.0
2018-07-28-00:00:01,1.85,1009.07,301.35,72.0
2018-07-28-01:00:00,1.62,1009.07,302.35,65.0
2018-07-28-02:00:00,1.66,1008.88,303.65,60.0
2018-07-28-03:00:00,1.98,1008.58,303.95,58.0
2018-07-28-04:00:00,1.92,1008.18,304.75,57.0
2018-07-28-05:00:00,2.84,1007.48,305.85,52.0
2018-07-28-06:00:00,2.8,1006.88,306.45,47.0
2018-07-28-07:00:00,3.66,1006.48,306.45,52.0
2018-07-28-08:00:00,3.33,1006.08,306.15,51.0
2018-07-28-09:00:00,3.04,1005.77,306.35,52.0
2018-07-28-10:00:00,3.72,1005.57,306.65,48.0
2018-07-28-11:00:00,3.17,1005.87,305.35,53.0
2018-07-28-12:00:00,3.53,1006.16,304.85,58.0
2018-07-28-13:00:00,4.43,1006.86,304.45,60.0
2018-07-28-14:00:00,3.48,1006.96,303.75,63.0
2018-07-28-15:00:00,2.64,1007.06,303.65,62.0
2018-07-28-16:00:00,2.08,1006.86,302.95,68.0
2018-07-28-17:00:00,2.02,1006.65,300.75,79.0
2018-07-28-18:00:00,2.24,1006.46,300.85,79.0
2018-07-28-19:00:00,1.78,1006.15,300.35,83.0
2018-07-28-20:00:00,2.14,1006.05,299.85,86.0
2018-07-28-21:00:00,1.66,1006.35,300.05,83.0
2018-07-28-22:00:00,2.14,1006.55,299.65,84.0
2018-07-28-23:00:00,2.49,1007.06,300.25,82.0
2018-07-29-00:00:01,1.65,1006.96,301.65,77.0
2018-07-29-01:00:00,1.3,1006.97,302.75,71.0
2018-07-29-02:00:00,1.8,1006.87,304.25,66.0
2018-07-29-03:00:00,1.19,1006.57,304.85,62.0
2018-07-29-04:00:00,1.37,1006.07,304.85,61.0
2018-07-29-05:00:00,1.4,1005.38,306.25,52.0
2018-07-29-06:00:00,2.07,1005.08,307.35,47.0
2018-07-29-07:00:00,2.19,1004.48,306.55,50.0
2018-07-29-08:00:00,2.89,1004.27,307.05,50.0
2018-07-29-09:00:00,3.21,1003.87,307.25,50.0
2018-07-29-10:00:00,3.18,1003.77,307.15,50.0
2018-07-29-11:00:00,4.5,1004.07,306.05,57.0
2018-07-29-12:00:00,3.84,1004.66,305.55,61.0
2018-07-29-13:00:00,3.74,1005.46,305.15,61.0
2018-07-29-14:00:00,3.49,1005.66,304.55,63.0
2018-07-29-15:00:00,3.44,1005.66,304.35,65.0
2018-07-29-16:00:00,2.84,1005.56,303.95,67.0
2018-07-29-17:00:00,2.02,1005.55,303.15,70.0
2018-07-29-18:00:00,1.75,1005.45,302.05,78.0
2018-07-29-19:00:00,1.98,1005.45,301.65,80.0
2018-07-29-20:00:00,2.06,1005.55,300.45,86.0
2018-07-29-21:00:00,2.29,1005.85,300.15,84.0
2018-07-29-22:00:00,1.35,1005.85,300.55,83.0
2018-07-29-23:00:00,1.85,1005.86,301.85,78.0
2018-07-30-00:00:01,2.07,1006.26,302.45,75.0
2018-07-30-01:00:00,1.34,1006.47,304.75,68.0
2018-07-30-02:00:00,1.64,1006.47,305.65,65.0
2018-07-30-03:00:00,1.27,1006.38,306.15,57.0
2018-07-30-04:00:00,1.22,1005.78,306.85,58.0
2018-07-30-05:00:00,2.01,1005.28,308.15,51.0
2018-07-30-06:00:00,1.85,1004.88,308.05,53.0
2018-07-30-07:00:00,3.27,1004.38,307.65,52.0
2018-07-30-08:00:00,3.16,1004.18,307.95,53.0
2018-07-30-09:00:00,2.64,1003.98,308.25,52.0
2018-07-30-10:00:00,4.15,1003.97,307.95,53.0
2018-07-30-11:00:00,3.94,1004.27,306.95,57.0
2018-07-30-12:00:00,4.29,1004.57,306.25,60.0
2018-07-30-13:00:00,4.18,1005.36,306.15,56.0
2018-07-30-14:00:00,3.24,1005.66,305.95,55.0
2018-07-30-15:00:00,3.55,1006.16,305.05,60.0
2018-07-30-16:00:00,3.13,1006.06,304.15,66.0
2018-07-30-17:00:00,4.03,1006.06,303.55,69.0
2018-07-30-18:00:00,2.5,1006.06,303.35,69.0
2018-07-30-19:00:00,2.11,1006.06,301.65,78.0
2018-07-30-20:00:00,1.93,1005.96,301.05,81.0
2018-07-30-21:00:00,1.84,1006.35,300.65,82.0
2018-07-30-22:00:00,1.76,1006.46,301.05,82.0
2018-07-30-23:00:00,1.29,1006.76,302.25,76.0
2018-07-31-00:00:02,0.6,1006.87,304.15,67.0
2018-07-31-01:00:00,1.3,1006.97,306.05,62.0
2018-07-31-02:00:00,1.37,1006.68,307.15,60.0
2018-07-31-03:00:00,1.1,1006.48,307.35,55.0
2018-07-31-04:00:00,1.35,1005.98,307.95,52.0
2018-07-31-05:00:00,2.67,1005.48,309.55,46.0
2018-07-31-06:00:00,4.43,1005.08,310.05,46.0
2018-07-31-07:00:00,2.34,1004.58,310.65,43.0
2018-07-31-08:00:00,4.49,1004.18,310.55,43.0
2018-07-31-09:00:00,4.23,1003.88,310.35,42.0
2018-07-31-10:00:00,5.55,1003.77,309.55,45.0
2018-07-31-11:00:00,5.34,1004.07,308.15,52.0
2018-07-31-12:00:00,5.05,1004.77,306.95,55.0
2018-07-31-13:00:00,3.79,1005.37,306.75,52.0
2018-07-31-14:00:00,2.73,1005.56,306.15,56.0
2018-07-31-15:00:00,1.33,1005.76,306.15,56.0
